,codename,political_parties,votes
2383,gipuzkoa,PPSO,0
2384,bizkaia,PPSO,0
2385,murcia,PPSO,0
2386,larioja,PPSO,0
2387,alicante_alacant,PPSO,0
2388,castellon_castello,PPSO,0
2389,valencia_valencia,PPSO,0
2390,ceuta,PPSO,0
2391,melilla,PPSO,0
2392,almeria,EXTREMADURA UNIDA,0
2393,cadiz,EXTREMADURA UNIDA,0
2394,cordoba,EXTREMADURA UNIDA,0
2395,granada,EXTREMADURA UNIDA,0
2396,huelva,EXTREMADURA UNIDA,0
2397,jaen,EXTREMADURA UNIDA,0
2398,malaga,EXTREMADURA UNIDA,0
2399,sevilla,EXTREMADURA UNIDA,0
2400,huesca,EXTREMADURA UNIDA,0
2401,teruel,EXTREMADURA UNIDA,0
2402,zaragoza,EXTREMADURA UNIDA,0
2403,asturias,EXTREMADURA UNIDA,0
2404,illesbalears,EXTREMADURA UNIDA,0
2405,laspalmas,EXTREMADURA UNIDA,0
2406,santacruzdetenerife,EXTREMADURA UNIDA,0
2407,cantabria,EXTREMADURA UNIDA,0
2408,albacete,EXTREMADURA UNIDA,0
2409,ciudadreal,EXTREMADURA UNIDA,0
2410,cuenca,EXTREMADURA UNIDA,0
2411,guadalajara,EXTREMADURA UNIDA,0
2412,toledo,EXTREMADURA UNIDA,0
2413,avila,EXTREMADURA UNIDA,0
2414,burgos,EXTREMADURA UNIDA,0
2415,leon,EXTREMADURA UNIDA,0
2416,palencia,EXTREMADURA UNIDA,0
2417,salamanca,EXTREMADURA UNIDA,0
2418,segovia,EXTREMADURA UNIDA,0
2419,soria,EXTREMADURA UNIDA,0
2420,valladolid,EXTREMADURA UNIDA,0
2421,zamora,EXTREMADURA UNIDA,0
2422,barcelona,EXTREMADURA UNIDA,0
2423,girona,EXTREMADURA UNIDA,0
2424,lleida,EXTREMADURA UNIDA,0
2425,tarragona,EXTREMADURA UNIDA,0
2426,badajoz,EXTREMADURA UNIDA,0
2427,caceres,EXTREMADURA UNIDA,1347
2428,acoruña,EXTREMADURA UNIDA,0
2429,lugo,EXTREMADURA UNIDA,0
2430,ourense,EXTREMADURA UNIDA,0
2431,pontevedra,EXTREMADURA UNIDA,0
2432,madrid,EXTREMADURA UNIDA,0
2433,navarra,EXTREMADURA UNIDA,0
2434,araba_alava,EXTREMADURA UNIDA,0
2435,gipuzkoa,EXTREMADURA UNIDA,0
2436,bizkaia,EXTREMADURA UNIDA,0
2437,murcia,EXTREMADURA UNIDA,0
2438,larioja,EXTREMADURA UNIDA,0
2439,alicante_alacant,EXTREMADURA UNIDA,0
2440,castellon_castello,EXTREMADURA UNIDA,0
2441,valencia_valencia,EXTREMADURA UNIDA,0
2442,ceuta,EXTREMADURA UNIDA,0
2443,melilla,EXTREMADURA UNIDA,0
2444,almeria,PDSJE,0
2445,cadiz,PDSJE,0
2446,cordoba,PDSJE,0
2447,granada,PDSJE,0
2448,huelva,PDSJE,0
2449,jaen,PDSJE,0
2450,malaga,PDSJE,0
2451,sevilla,PDSJE,0
2452,huesca,PDSJE,0
2453,teruel,PDSJE,0
2454,zaragoza,PDSJE,0
2455,asturias,PDSJE,0
2456,illesbalears,PDSJE,0
2457,laspalmas,PDSJE,713
2458,santacruzdetenerife,PDSJE,0
2459,cantabria,PDSJE,0
2460,albacete,PDSJE,197
2461,ciudadreal,PDSJE,0
2462,cuenca,PDSJE,0
2463,guadalajara,PDSJE,234
2464,toledo,PDSJE,0
2465,avila,PDSJE,0
2466,burgos,PDSJE,0
2467,leon,PDSJE,0
2468,palencia,PDSJE,0
2469,salamanca,PDSJE,0
2470,segovia,PDSJE,115
2471,soria,PDSJE,0
2472,valladolid,PDSJE,0
2473,zamora,PDSJE,0
2474,barcelona,PDSJE,0
2475,girona,PDSJE,0
2476,lleida,PDSJE,0
2477,tarragona,PDSJE,0
2478,badajoz,PDSJE,0
2479,caceres,PDSJE,0
2480,acoruña,PDSJE,0
2481,lugo,PDSJE,0
2482,ourense,PDSJE,0
2483,pontevedra,PDSJE,0
2484,madrid,PDSJE,0
2485,navarra,PDSJE,0
2486,araba_alava,PDSJE,0
2487,gipuzkoa,PDSJE,0
2488,bizkaia,PDSJE,0
2489,murcia,PDSJE,0
2490,larioja,PDSJE,0
2491,alicante_alacant,PDSJE,0
2492,castellon_castello,PDSJE,0
2493,valencia_valencia,PDSJE,0
2494,ceuta,PDSJE,0
2495,melilla,PDSJE,0
2496,almeria,P-LIB,0
2497,cadiz,P-LIB,0
2498,cordoba,P-LIB,0
2499,granada,P-LIB,0
2500,huelva,P-LIB,0
2501,jaen,P-LIB,0
2502,malaga,P-LIB,0
2503,sevilla,P-LIB,0
2504,huesca,P-LIB,0
2505,teruel,P-LIB,0
2506,zaragoza,P-LIB,0
2507,asturias,P-LIB,0
2508,illesbalears,P-LIB,372
2509,laspalmas,P-LIB,0
2510,santacruzdetenerife,P-LIB,0
2511,cantabria,P-LIB,126
2512,albacete,P-LIB,0
2513,ciudadreal,P-LIB,0
2514,cuenca,P-LIB,47
2515,guadalajara,P-LIB,0
2516,toledo,P-LIB,0
2517,avila,P-LIB,32
2518,burgos,P-LIB,0
2519,leon,P-LIB,0
2520,palencia,P-LIB,0
2521,salamanca,P-LIB,0
2522,segovia,P-LIB,38
2523,soria,P-LIB,0
2524,valladolid,P-LIB,0
2525,zamora,P-LIB,0
2526,barcelona,P-LIB,0
2527,girona,P-LIB,0
2528,lleida,P-LIB,0
2529,tarragona,P-LIB,0
2530,badajoz,P-LIB,0
2531,caceres,P-LIB,0
2532,acoruña,P-LIB,0
2533,lugo,P-LIB,0
2534,ourense,P-LIB,0
2535,pontevedra,P-LIB,0
2536,madrid,P-LIB,0
2537,navarra,P-LIB,0
2538,araba_alava,P-LIB,0
2539,gipuzkoa,P-LIB,0
2540,bizkaia,P-LIB,0
2541,murcia,P-LIB,0
2542,larioja,P-LIB,0
2543,alicante_alacant,P-LIB,556
2544,castellon_castello,P-LIB,0
2545,valencia_valencia,P-LIB,0
2546,ceuta,P-LIB,0
2547,melilla,P-LIB,0
2548,almeria,MAS,0
2549,cadiz,MAS,0
2550,cordoba,MAS,0
2551,granada,MAS,0
2552,huelva,MAS,0
2553,jaen,MAS,0
2554,malaga,MAS,0
2555,sevilla,MAS,0
2556,huesca,MAS,0
2557,teruel,MAS,0
2558,zaragoza,MAS,1068
2559,asturias,MAS,0
2560,illesbalears,MAS,0
2561,laspalmas,MAS,0
2562,santacruzdetenerife,MAS,0
2563,cantabria,MAS,0
2564,albacete,MAS,0
2565,ciudadreal,MAS,0
2566,cuenca,MAS,0
2567,guadalajara,MAS,0
2568,toledo,MAS,0
2569,avila,MAS,0
2570,burgos,MAS,0
2571,leon,MAS,0
2572,palencia,MAS,0
2573,salamanca,MAS,0
2574,segovia,MAS,0
2575,soria,MAS,0
2576,valladolid,MAS,0
2577,zamora,MAS,0
2578,barcelona,MAS,0
2579,girona,MAS,0
2580,lleida,MAS,0
2581,tarragona,MAS,0
2582,badajoz,MAS,0
2583,caceres,MAS,0
2584,acoruña,MAS,0
2585,lugo,MAS,0
2586,ourense,MAS,0
2587,pontevedra,MAS,0
2588,madrid,MAS,0
2589,navarra,MAS,0
2590,araba_alava,MAS,0
2591,gipuzkoa,MAS,0
2592,bizkaia,MAS,0
2593,murcia,MAS,0
2594,larioja,MAS,0
2595,alicante_alacant,MAS,0
2596,castellon_castello,MAS,0
2597,valencia_valencia,MAS,0
2598,ceuta,MAS,0
2599,melilla,MAS,0
2600,almeria,UNIDOS SÍ-ACPS-Def,0
2601,cadiz,UNIDOS SÍ-ACPS-Def,0
2602,cordoba,UNIDOS SÍ-ACPS-Def,0
2603,granada,UNIDOS SÍ-ACPS-Def,0
2604,huelva,UNIDOS SÍ-ACPS-Def,0
2605,jaen,UNIDOS SÍ-ACPS-Def,0
2606,malaga,UNIDOS SÍ-ACPS-Def,0
2607,sevilla,UNIDOS SÍ-ACPS-Def,0
2608,huesca,UNIDOS SÍ-ACPS-Def,0
2609,teruel,UNIDOS SÍ-ACPS-Def,0
2610,zaragoza,UNIDOS SÍ-ACPS-Def,0
2611,asturias,UNIDOS SÍ-ACPS-Def,0
2612,illesbalears,UNIDOS SÍ-ACPS-Def,0
2613,laspalmas,UNIDOS SÍ-ACPS-Def,0
2614,santacruzdetenerife,UNIDOS SÍ-ACPS-Def,0
2615,cantabria,UNIDOS SÍ-ACPS-Def,0
2616,albacete,UNIDOS SÍ-ACPS-Def,0
2617,ciudadreal,UNIDOS SÍ-ACPS-Def,0
2618,cuenca,UNIDOS SÍ-ACPS-Def,0
2619,guadalajara,UNIDOS SÍ-ACPS-Def,0
2620,toledo,UNIDOS SÍ-ACPS-Def,0
2621,avila,UNIDOS SÍ-ACPS-Def,0
2622,burgos,UNIDOS SÍ-ACPS-Def,0
2623,leon,UNIDOS SÍ-ACPS-Def,0
2624,palencia,UNIDOS SÍ-ACPS-Def,0
2625,salamanca,UNIDOS SÍ-ACPS-Def,0
2626,segovia,UNIDOS SÍ-ACPS-Def,0
2627,soria,UNIDOS SÍ-ACPS-Def,0
2628,valladolid,UNIDOS SÍ-ACPS-Def,0
2629,zamora,UNIDOS SÍ-ACPS-Def,0
2630,barcelona,UNIDOS SÍ-ACPS-Def,0
2631,girona,UNIDOS SÍ-ACPS-Def,0
2632,lleida,UNIDOS SÍ-ACPS-Def,0
2633,tarragona,UNIDOS SÍ-ACPS-Def,0
2634,badajoz,UNIDOS SÍ-ACPS-Def,0
2635,caceres,UNIDOS SÍ-ACPS-Def,0
2636,acoruña,UNIDOS SÍ-ACPS-Def,0
2637,lugo,UNIDOS SÍ-ACPS-Def,0
2638,ourense,UNIDOS SÍ-ACPS-Def,0
2639,pontevedra,UNIDOS SÍ-ACPS-Def,0
2640,madrid,UNIDOS SÍ-ACPS-Def,0
2641,navarra,UNIDOS SÍ-ACPS-Def,0
2642,araba_alava,UNIDOS SÍ-ACPS-Def,0
2643,gipuzkoa,UNIDOS SÍ-ACPS-Def,0
2644,bizkaia,UNIDOS SÍ-ACPS-Def,0
2645,murcia,UNIDOS SÍ-ACPS-Def,0
2646,larioja,UNIDOS SÍ-ACPS-Def,0
2647,alicante_alacant,UNIDOS SÍ-ACPS-Def,0
2648,castellon_castello,UNIDOS SÍ-ACPS-Def,0
2649,valencia_valencia,UNIDOS SÍ-ACPS-Def,1067
2650,ceuta,UNIDOS SÍ-ACPS-Def,0
2651,melilla,UNIDOS SÍ-ACPS-Def,0
2652,almeria,PREPAL,0
2653,cadiz,PREPAL,0
2654,cordoba,PREPAL,0
2655,granada,PREPAL,0
2656,huelva,PREPAL,0
2657,jaen,PREPAL,0
2658,malaga,PREPAL,0
2659,sevilla,PREPAL,0
2660,huesca,PREPAL,0
2661,teruel,PREPAL,0
2662,zaragoza,PREPAL,0
2663,asturias,PREPAL,0
2664,illesbalears,PREPAL,0
2665,laspalmas,PREPAL,0
2666,santacruzdetenerife,PREPAL,0
2667,cantabria,PREPAL,0
2668,albacete,PREPAL,0
2669,ciudadreal,PREPAL,0
2670,cuenca,PREPAL,0
2671,guadalajara,PREPAL,0
2672,toledo,PREPAL,0
2673,avila,PREPAL,0
2674,burgos,PREPAL,0
2675,leon,PREPAL,341
2676,palencia,PREPAL,0
2677,salamanca,PREPAL,322
2678,segovia,PREPAL,0
2679,soria,PREPAL,0
2680,valladolid,PREPAL,0
2681,zamora,PREPAL,278
2682,barcelona,PREPAL,0
2683,girona,PREPAL,0
2684,lleida,PREPAL,0
2685,tarragona,PREPAL,0
2686,badajoz,PREPAL,0
2687,caceres,PREPAL,0
2688,acoruña,PREPAL,0
2689,lugo,PREPAL,0
2690,ourense,PREPAL,0
2691,pontevedra,PREPAL,0
2692,madrid,PREPAL,0
2693,navarra,PREPAL,0
2694,araba_alava,PREPAL,0
2695,gipuzkoa,PREPAL,0
2696,bizkaia,PREPAL,0
2697,murcia,PREPAL,0
2698,larioja,PREPAL,0
2699,alicante_alacant,PREPAL,0
2700,castellon_castello,PREPAL,0
2701,valencia_valencia,PREPAL,0
2702,ceuta,PREPAL,0
2703,melilla,PREPAL,0
2704,almeria,ANDECHA,0
2705,cadiz,ANDECHA,0
2706,cordoba,ANDECHA,0
2707,granada,ANDECHA,0
2708,huelva,ANDECHA,0
2709,jaen,ANDECHA,0
2710,malaga,ANDECHA,0
2711,sevilla,ANDECHA,0
2712,huesca,ANDECHA,0
2713,teruel,ANDECHA,0
2714,zaragoza,ANDECHA,0
2715,asturias,ANDECHA,887
2716,illesbalears,ANDECHA,0
2717,laspalmas,ANDECHA,0
2718,santacruzdetenerife,ANDECHA,0
2719,cantabria,ANDECHA,0
2720,albacete,ANDECHA,0
2721,ciudadreal,ANDECHA,0
2722,cuenca,ANDECHA,0
2723,guadalajara,ANDECHA,0
2724,toledo,ANDECHA,0
2725,avila,ANDECHA,0
2726,burgos,ANDECHA,0
2727,leon,ANDECHA,0
2728,palencia,ANDECHA,0
2729,salamanca,ANDECHA,0
2730,segovia,ANDECHA,0
2731,soria,ANDECHA,0
2732,valladolid,ANDECHA,0
2733,zamora,ANDECHA,0
2734,barcelona,ANDECHA,0
2735,girona,ANDECHA,0
2736,lleida,ANDECHA,0
2737,tarragona,ANDECHA,0
2738,badajoz,ANDECHA,0
2739,caceres,ANDECHA,0
2740,acoruña,ANDECHA,0
2741,lugo,ANDECHA,0
2742,ourense,ANDECHA,0
2743,pontevedra,ANDECHA,0
2744,madrid,ANDECHA,0
2745,navarra,ANDECHA,0
2746,araba_alava,ANDECHA,0
2747,gipuzkoa,ANDECHA,0
2748,bizkaia,ANDECHA,0
2749,murcia,ANDECHA,0
2750,larioja,ANDECHA,0
2751,alicante_alacant,ANDECHA,0
2752,castellon_castello,ANDECHA,0
2753,valencia_valencia,ANDECHA,0
2754,ceuta,ANDECHA,0
2755,melilla,ANDECHA,0
2756,almeria,MDyC,0
2757,cadiz,MDyC,0
2758,cordoba,MDyC,0
2759,granada,MDyC,0
2760,huelva,MDyC,0
2761,jaen,MDyC,0
2762,malaga,MDyC,0
2763,sevilla,MDyC,0
2764,huesca,MDyC,0
2765,teruel,MDyC,0
2766,zaragoza,MDyC,0
2767,asturias,MDyC,0
2768,illesbalears,MDyC,0
2769,laspalmas,MDyC,0
2770,santacruzdetenerife,MDyC,0
2771,cantabria,MDyC,0
2772,albacete,MDyC,0
2773,ciudadreal,MDyC,0
2774,cuenca,MDyC,0
2775,guadalajara,MDyC,0
2776,toledo,MDyC,0
2777,avila,MDyC,0
2778,burgos,MDyC,0
2779,leon,MDyC,0
2780,palencia,MDyC,0
2781,salamanca,MDyC,0
2782,segovia,MDyC,0
2783,soria,MDyC,0
2784,valladolid,MDyC,0
2785,zamora,MDyC,0
2786,barcelona,MDyC,0
2787,girona,MDyC,0
2788,lleida,MDyC,0
2789,tarragona,MDyC,0
2790,badajoz,MDyC,0
2791,caceres,MDyC,0
2792,acoruña,MDyC,0
2793,lugo,MDyC,0
2794,ourense,MDyC,0
2795,pontevedra,MDyC,0
2796,madrid,MDyC,0
2797,navarra,MDyC,0
2798,araba_alava,MDyC,0
2799,gipuzkoa,MDyC,0
2800,bizkaia,MDyC,0
2801,murcia,MDyC,0
2802,larioja,MDyC,0
2803,alicante_alacant,MDyC,0
2804,castellon_castello,MDyC,0
2805,valencia_valencia,MDyC,0
2806,ceuta,MDyC,819
2807,melilla,MDyC,0
2808,almeria,PYLN,0
2809,cadiz,PYLN,0
2810,cordoba,PYLN,0
2811,granada,PYLN,0
2812,huelva,PYLN,0
2813,jaen,PYLN,0
2814,malaga,PYLN,0
2815,sevilla,PYLN,0
2816,huesca,PYLN,73
2817,teruel,PYLN,25
2818,zaragoza,PYLN,532
2819,asturias,PYLN,0
2820,illesbalears,PYLN,0
2821,laspalmas,PYLN,0
2822,santacruzdetenerife,PYLN,0
2823,cantabria,PYLN,0
2824,albacete,PYLN,0
2825,ciudadreal,PYLN,0
2826,cuenca,PYLN,0
2827,guadalajara,PYLN,0
2828,toledo,PYLN,0
2829,avila,PYLN,0
2830,burgos,PYLN,0
2831,leon,PYLN,0
2832,palencia,PYLN,0
2833,salamanca,PYLN,0
2834,segovia,PYLN,0
2835,soria,PYLN,0
2836,valladolid,PYLN,0
2837,zamora,PYLN,0
2838,barcelona,PYLN,0
2839,girona,PYLN,0
2840,lleida,PYLN,0
2841,tarragona,PYLN,0
2842,badajoz,PYLN,0
2843,caceres,PYLN,0
2844,acoruña,PYLN,0
2845,lugo,PYLN,0
2846,ourense,PYLN,0
2847,pontevedra,PYLN,0
2848,madrid,PYLN,0
2849,navarra,PYLN,0
2850,araba_alava,PYLN,0
2851,gipuzkoa,PYLN,0
2852,bizkaia,PYLN,0
2853,murcia,PYLN,0
2854,larioja,PYLN,0
2855,alicante_alacant,PYLN,0
2856,castellon_castello,PYLN,0
2857,valencia_valencia,PYLN,0
2858,ceuta,PYLN,0
2859,melilla,PYLN,0
2860,almeria,FE de las JONS,0
2861,cadiz,FE de las JONS,0
2862,cordoba,FE de las JONS,0
2863,granada,FE de las JONS,0
2864,huelva,FE de las JONS,0
2865,jaen,FE de las JONS,0
2866,malaga,FE de las JONS,0
2867,sevilla,FE de las JONS,0
2868,huesca,FE de las JONS,0
2869,teruel,FE de las JONS,0
2870,zaragoza,FE de las JONS,0
2871,asturias,FE de las JONS,0
2872,illesbalears,FE de las JONS,0
2873,laspalmas,FE de las JONS,0
2874,santacruzdetenerife,FE de las JONS,0
2875,cantabria,FE de las JONS,0
2876,albacete,FE de las JONS,0
2877,ciudadreal,FE de las JONS,0
2878,cuenca,FE de las JONS,0
2879,guadalajara,FE de las JONS,188
2880,toledo,FE de las JONS,0
2881,avila,FE de las JONS,61
2882,burgos,FE de las JONS,0
2883,leon,FE de las JONS,0
2884,palencia,FE de las JONS,79
2885,salamanca,FE de las JONS,0
2886,segovia,FE de las JONS,0
2887,soria,FE de las JONS,0
2888,valladolid,FE de las JONS,151
2889,zamora,FE de las JONS,0
2890,barcelona,FE de las JONS,0
2891,girona,FE de las JONS,0
2892,lleida,FE de las JONS,0
2893,tarragona,FE de las JONS,0
2894,badajoz,FE de las JONS,0
2895,caceres,FE de las JONS,0
2896,acoruña,FE de las JONS,0
2897,lugo,FE de las JONS,0
2898,ourense,FE de las JONS,0
2899,pontevedra,FE de las JONS,0
2900,madrid,FE de las JONS,0
2901,navarra,FE de las JONS,0
2902,araba_alava,FE de las JONS,0
2903,gipuzkoa,FE de las JONS,0
2904,bizkaia,FE de las JONS,0
2905,murcia,FE de las JONS,0
2906,larioja,FE de las JONS,0
2907,alicante_alacant,FE de las JONS,0
2908,castellon_castello,FE de las JONS,137
2909,valencia_valencia,FE de las JONS,0
2910,ceuta,FE de las JONS,0
2911,melilla,FE de las JONS,0
2912,almeria,AUNACV,0
2913,cadiz,AUNACV,0
2914,cordoba,AUNACV,0
2915,granada,AUNACV,0
2916,huelva,AUNACV,0
2917,jaen,AUNACV,0
2918,malaga,AUNACV,0
2919,sevilla,AUNACV,0
2920,huesca,AUNACV,0
2921,teruel,AUNACV,13
2922,zaragoza,AUNACV,0
2923,asturias,AUNACV,0
2924,illesbalears,AUNACV,0
2925,laspalmas,AUNACV,0
2926,santacruzdetenerife,AUNACV,0
2927,cantabria,AUNACV,0
2928,albacete,AUNACV,0
2929,ciudadreal,AUNACV,0
2930,cuenca,AUNACV,0
2931,guadalajara,AUNACV,0
2932,toledo,AUNACV,0
2933,avila,AUNACV,0
2934,burgos,AUNACV,0
2935,leon,AUNACV,0
2936,palencia,AUNACV,0
2937,salamanca,AUNACV,0
2938,segovia,AUNACV,0
2939,soria,AUNACV,0
2940,valladolid,AUNACV,0
2941,zamora,AUNACV,0
2942,barcelona,AUNACV,0
2943,girona,AUNACV,0
2944,lleida,AUNACV,0
2945,tarragona,AUNACV,0
2946,badajoz,AUNACV,0
2947,caceres,AUNACV,0
2948,acoruña,AUNACV,0
2949,lugo,AUNACV,0
2950,ourense,AUNACV,0
2951,pontevedra,AUNACV,0
2952,madrid,AUNACV,0
2953,navarra,AUNACV,0
2954,araba_alava,AUNACV,0
2955,gipuzkoa,AUNACV,0
2956,bizkaia,AUNACV,0
2957,murcia,AUNACV,0
2958,larioja,AUNACV,0
2959,alicante_alacant,AUNACV,0
2960,castellon_castello,AUNACV,104
2961,valencia_valencia,AUNACV,468
2962,ceuta,AUNACV,0
2963,melilla,AUNACV,0
2964,almeria,UNIÓN REGIONALISTA,0
2965,cadiz,UNIÓN REGIONALISTA,0
2966,cordoba,UNIÓN REGIONALISTA,0
2967,granada,UNIÓN REGIONALISTA,0
2968,huelva,UNIÓN REGIONALISTA,0
2969,jaen,UNIÓN REGIONALISTA,0
2970,malaga,UNIÓN REGIONALISTA,0
2971,sevilla,UNIÓN REGIONALISTA,0
2972,huesca,UNIÓN REGIONALISTA,0
2973,teruel,UNIÓN REGIONALISTA,0
2974,zaragoza,UNIÓN REGIONALISTA,0
2975,asturias,UNIÓN REGIONALISTA,0
2976,illesbalears,UNIÓN REGIONALISTA,0
2977,laspalmas,UNIÓN REGIONALISTA,0
2978,santacruzdetenerife,UNIÓN REGIONALISTA,0
2979,cantabria,UNIÓN REGIONALISTA,0
2980,albacete,UNIÓN REGIONALISTA,0
2981,ciudadreal,UNIÓN REGIONALISTA,0
2982,cuenca,UNIÓN REGIONALISTA,0
2983,guadalajara,UNIÓN REGIONALISTA,0
2984,toledo,UNIÓN REGIONALISTA,0
2985,avila,UNIÓN REGIONALISTA,0
2986,burgos,UNIÓN REGIONALISTA,0
2987,leon,UNIÓN REGIONALISTA,0
2988,palencia,UNIÓN REGIONALISTA,0
2989,salamanca,UNIÓN REGIONALISTA,0
2990,segovia,UNIÓN REGIONALISTA,0
2991,soria,UNIÓN REGIONALISTA,0
2992,valladolid,UNIÓN REGIONALISTA,530
2993,zamora,UNIÓN REGIONALISTA,0
2994,barcelona,UNIÓN REGIONALISTA,0
2995,girona,UNIÓN REGIONALISTA,0
2996,lleida,UNIÓN REGIONALISTA,0
2997,tarragona,UNIÓN REGIONALISTA,0
2998,badajoz,UNIÓN REGIONALISTA,0
2999,caceres,UNIÓN REGIONALISTA,0
3000,acoruña,UNIÓN REGIONALISTA,0
3001,lugo,UNIÓN REGIONALISTA,0
3002,ourense,UNIÓN REGIONALISTA,0
3003,pontevedra,UNIÓN REGIONALISTA,0
3004,madrid,UNIÓN REGIONALISTA,0
3005,navarra,UNIÓN REGIONALISTA,0
3006,araba_alava,UNIÓN REGIONALISTA,0
3007,gipuzkoa,UNIÓN REGIONALISTA,0
3008,bizkaia,UNIÓN REGIONALISTA,0
3009,murcia,UNIÓN REGIONALISTA,0
3010,larioja,UNIÓN REGIONALISTA,0
3011,alicante_alacant,UNIÓN REGIONALISTA,0
3012,castellon_castello,UNIÓN REGIONALISTA,0
3013,valencia_valencia,UNIÓN REGIONALISTA,0
3014,ceuta,UNIÓN REGIONALISTA,0
3015,melilla,UNIÓN REGIONALISTA,0
3016,almeria,Canda,0
3017,cadiz,Canda,0
3018,cordoba,Canda,0
3019,granada,Canda,520
3020,huelva,Canda,0
3021,jaen,Canda,0
3022,malaga,Canda,0
3023,sevilla,Canda,0
3024,huesca,Canda,0
3025,teruel,Canda,0
3026,zaragoza,Canda,0
3027,asturias,Canda,0
3028,illesbalears,Canda,0
3029,laspalmas,Canda,0
3030,santacruzdetenerife,Canda,0
3031,cantabria,Canda,0
3032,albacete,Canda,0
3033,ciudadreal,Canda,0
3034,cuenca,Canda,0
3035,guadalajara,Canda,0
3036,toledo,Canda,0
3037,avila,Canda,0
3038,burgos,Canda,0
3039,leon,Canda,0
3040,palencia,Canda,0
3041,salamanca,Canda,0
3042,segovia,Canda,0
3043,soria,Canda,0
3044,valladolid,Canda,0
3045,zamora,Canda,0
3046,barcelona,Canda,0
3047,girona,Canda,0
3048,lleida,Canda,0
3049,tarragona,Canda,0
3050,badajoz,Canda,0
3051,caceres,Canda,0
3052,acoruña,Canda,0
3053,lugo,Canda,0
3054,ourense,Canda,0
3055,pontevedra,Canda,0
3056,madrid,Canda,0
3057,navarra,Canda,0
3058,araba_alava,Canda,0
3059,gipuzkoa,Canda,0
3060,bizkaia,Canda,0
3061,murcia,Canda,0
3062,larioja,Canda,0
3063,alicante_alacant,Canda,0
3064,castellon_castello,Canda,0
3065,valencia_valencia,Canda,0
3066,ceuta,Canda,0
3067,melilla,Canda,0
3068,almeria,FIA,0
3069,cadiz,FIA,0
3070,cordoba,FIA,0
3071,granada,FIA,0
3072,huelva,FIA,0
3073,jaen,FIA,0
3074,malaga,FIA,0
3075,sevilla,FIA,0
3076,huesca,FIA,75
3077,teruel,FIA,0
3078,zaragoza,FIA,386
3079,asturias,FIA,0
3080,illesbalears,FIA,0
3081,laspalmas,FIA,0
3082,santacruzdetenerife,FIA,0
3083,cantabria,FIA,0
3084,albacete,FIA,0
3085,ciudadreal,FIA,0
3086,cuenca,FIA,0
3087,guadalajara,FIA,0
3088,toledo,FIA,0
3089,avila,FIA,0
3090,burgos,FIA,0
3091,leon,FIA,0
3092,palencia,FIA,0
3093,salamanca,FIA,0
3094,segovia,FIA,0
3095,soria,FIA,0
3096,valladolid,FIA,0
3097,zamora,FIA,0
3098,barcelona,FIA,0
3099,girona,FIA,0
3100,lleida,FIA,0
3101,tarragona,FIA,0
3102,badajoz,FIA,0
3103,caceres,FIA,0
3104,acoruña,FIA,0
3105,lugo,FIA,0
3106,ourense,FIA,0
3107,pontevedra,FIA,0
3108,madrid,FIA,0
3109,navarra,FIA,0
3110,araba_alava,FIA,0
3111,gipuzkoa,FIA,0
3112,bizkaia,FIA,0
3113,murcia,FIA,0
3114,larioja,FIA,0
3115,alicante_alacant,FIA,0
3116,castellon_castello,FIA,0
3117,valencia_valencia,FIA,0
3118,ceuta,FIA,0
3119,melilla,FIA,0
3120,almeria,SOLIDARIA,0
3121,cadiz,SOLIDARIA,0
3122,cordoba,SOLIDARIA,0
3123,granada,SOLIDARIA,0
3124,huelva,SOLIDARIA,0
3125,jaen,SOLIDARIA,0
3126,malaga,SOLIDARIA,0
3127,sevilla,SOLIDARIA,0
3128,huesca,SOLIDARIA,0
3129,teruel,SOLIDARIA,0
3130,zaragoza,SOLIDARIA,0
3131,asturias,SOLIDARIA,0
3132,illesbalears,SOLIDARIA,0
3133,laspalmas,SOLIDARIA,0
3134,santacruzdetenerife,SOLIDARIA,0
3135,cantabria,SOLIDARIA,0
3136,albacete,SOLIDARIA,0
3137,ciudadreal,SOLIDARIA,0
3138,cuenca,SOLIDARIA,0
3139,guadalajara,SOLIDARIA,0
3140,toledo,SOLIDARIA,0
3141,avila,SOLIDARIA,0
3142,burgos,SOLIDARIA,0
3143,leon,SOLIDARIA,0
3144,palencia,SOLIDARIA,0
3145,salamanca,SOLIDARIA,0
3146,segovia,SOLIDARIA,0
3147,soria,SOLIDARIA,0
3148,valladolid,SOLIDARIA,0
3149,zamora,SOLIDARIA,0
3150,barcelona,SOLIDARIA,0
3151,girona,SOLIDARIA,0
3152,lleida,SOLIDARIA,0
3153,tarragona,SOLIDARIA,0
3154,badajoz,SOLIDARIA,0
3155,caceres,SOLIDARIA,0
3156,acoruña,SOLIDARIA,0
3157,lugo,SOLIDARIA,0
3158,ourense,SOLIDARIA,0
3159,pontevedra,SOLIDARIA,0
3160,madrid,SOLIDARIA,0
3161,navarra,SOLIDARIA,0
3162,araba_alava,SOLIDARIA,0
3163,gipuzkoa,SOLIDARIA,0
3164,bizkaia,SOLIDARIA,270
3165,murcia,SOLIDARIA,0
3166,larioja,SOLIDARIA,0
3167,alicante_alacant,SOLIDARIA,0
3168,castellon_castello,SOLIDARIA,0
3169,valencia_valencia,SOLIDARIA,0
3170,ceuta,SOLIDARIA,0
3171,melilla,SOLIDARIA,0
